n;avg_time_microseconds
2;4
3;6
4;10
5;11
6;16
7;20
8;24
9;32
10;40
11;51
12;62
13;71
14;84
15;105
16;119
17;140
18;162
19;196
20;227
21;256
22;288
23;322
24;364
25;430
26;448
27;524
28;571
29;609
30;681
31;749
32;804
33;898
34;964
35;1068
36;1143
37;1255
38;1342
39;1443
40;1543
41;1648
42;1762
43;1928
44;2048
45;2187
46;2390
47;2508
48;2594
49;2800
50;2992
51;3192
52;3285
53;3439
54;3701
55;3949
56;4060
57;4401
58;4590
59;4821
60;5095
61;5085
62;5306
63;5891
64;6061
65;6045
66;6611
67;7040
