experiment_index;n;mod;avg_time_microseconds
0;2;1000003;4
5;3;1000003;7
10;4;1000003;14
15;5;1000003;18
20;6;1000003;33
25;7;1000003;50
30;8;1000003;70
35;9;1000003;111
40;10;1000003;182
