experiment_index;n;mod;avg_time_microseconds
0;2;1000003;3
5;3;1000003;4
10;4;1000003;7
15;5;1000003;10
20;6;1000003;18
25;7;1000003;28
30;8;1000003;42
35;9;1000003;64
40;10;1000003;101
