experiment_index;n;mod;avg_time_microseconds
0;2;1000003;4
5;3;1000003;10
10;4;1000003;22
15;5;1000003;38
20;6;1000003;80
25;7;1000003;97
30;8;1000003;144
35;9;1000003;234
40;10;1000003;281
45;11;1000003;373
50;12;1000003;550
55;13;1000003;639
60;14;1000003;760
65;15;1000003;961
70;16;1000003;1139
75;17;1000003;1409
80;18;1000003;1725
85;19;1000003;1924
90;20;1000003;2283
95;21;1000003;2588
100;22;1000003;3053
105;23;1000003;3391
110;24;1000003;3851
115;25;1000003;4430
120;26;1000003;4987
