experiment_index;n;mod;avg_time_microseconds
0;2;1000003;5
5;3;1000003;11
10;4;1000003;22
15;5;1000003;54
20;6;1000003;60
25;7;1000003;93
30;8;1000003;160
35;9;1000003;212
40;10;1000003;251
45;11;1000003;330
50;12;1000003;421
55;13;1000003;536
60;14;1000003;659
65;15;1000003;814
70;16;1000003;989
75;17;1000003;1164
80;18;1000003;1377
85;19;1000003;1615
90;20;1000003;1920
95;21;1000003;2161
100;22;1000003;3031
