experiment_index;n;mod;avg_time_microseconds
0;2;1000003;4
5;3;1000003;9
10;4;1000003;21
15;5;1000003;37
20;6;1000003;63
25;7;1000003;97
30;8;1000003;149
35;9;1000003;203
40;10;1000003;308
45;11;1000003;388
50;12;1000003;494
55;13;1000003;626
60;14;1000003;758
65;15;1000003;959
70;16;1000003;1146
75;17;1000003;1367
80;18;1000003;1619
85;19;1000003;1900
90;20;1000003;2221
95;21;1000003;2569
100;22;1000003;2918
